90f363af33a8a754649bae043818b0dc,1
6b704bb63431096471075655af7c162b,2
3eb75a1262ff64631fd0c8cefb14ca59,2
ca71e1f4f8145d015e89b90c56d5dad4,1
6eb16ac8ae979075831c35d46526d4b2,1
5b22de9a08d98c9c4e4dffee8c509a27,1
57359609ed3c2f72b3663104484345b8,2
e6baf80081cf13deba58d27b82d5a551,1
3bade435ed70115dca5e7bf47220f5bc,2
9074a943abedcfba965862372a2eaa85,2
6ebdf2e21a357bdc78c7b788cbd6c137,1
c7a0267c96b919078b7ad26338d96458,2
96f92418ed2f48014f4fa8fd1e1ba2da,2
84b68d2937396c97984d98273f78e159,1
272cb90990f7a4e4745a54041cac3767,1
8e25cff4376978f6880095185f741ee1,2
b95fb2a016f09129fde41e62f18bff44,2
269ceb93294a0e842f09ee8bcec3adbd,2
91f6395cc27895d2f4c5cc50e1209f69,2
8e8d92a65f3f63d34e78c6e40030c596,1
034b626c2d04efb0e726db5da8f91dae,2
4015df56ce184867c8819b7b1b3d8925,1
230febb426afd2b7c14a980412fe0e3d,1
0de109a2be123e6cb8ba319d5efce18c,1
