805af0f8eb5f25e2011d047b54b4bc8b,2
b4813973a34070f8afd8d070a2c9b532,1
d1d90a42402050fc5e3762ec42d047b5,2
8326006219e31d2d6361c32c7f555a5a,1
6604886c46587a846916def8aab2309b,2
0bf9cc10ec911265f7ae52065179032e,1
c5885722351dbc432115196a9d3b8091,2
031dc66a80388ba4a36d828c13315d74,2
fe0771289d27c63d28cf67114b703887,1
af923fbe59c53d7cabac2c8ce49d5dcf,2
6ebdf2e21a357bdc78c7b788cbd6c137,1
2398b57fc501aab8519e652b0f7785d7,2
f90aa887cb1155380a9eddef74f6c0b0,2
a10c2dbf84d18cd0a03a72f70ff5d931,1
8bd38eb1276b1f3783ab760102a1ca18,1
bed1dfb476491652bae6b0031178b173,2
4a1502633050fb30470c832922c43067,1
a789850c0ba8132e17d422bc9d604ce5,2
bfa8ea9b9d2ea94cef3e19521516f88c,1
c7a0267c96b919078b7ad26338d96458,2
a31c120ea047aa00ca0edd8d6d2eeca3,2
8bb07a36c6f86e05e5c290be25c9069a,2
f0fbf1f5541fbca656e5b3848172be6f,1
ac3965d29a2fb20060a48f3ac9410271,2
651525e8a242173cea479bf6f249ebb1,1
e160bf8278328e41f7c94d9749504ee9,1
bc1cc9b23993d3486b4f22a1b7170d07,3
e12b89823f1f87c9fc08831a2887d019,2
34891358a4e9e98ba080396111e351f2,2
1d587f7d85665f38baceb099cfa9662d,2
65edb298351cea86afde7de419ded729,1
8e8d92a65f3f63d34e78c6e40030c596,1
5f28a234caddfec79372aeada7eaa321,2
829faf71c3bb8b25f2c3bc45bd5f0963,1
803e93279ed854cf752f332ec89f59a5,1
0052ca95ae5490c7e4d3673650948085,1
4649df1c4d43636b0da5c2446b3f1a89,1
a04a409dafda0bedfc89cc5610aa9ddd,2
