e6baf80081cf13deba58d27b82d5a551,1
7be9487ce45ab1e241eb628efdaa3017,1
7a54d20f5f14838e341d9c9f89131bfc,1
f90aa887cb1155380a9eddef74f6c0b0,2
9074a943abedcfba965862372a2eaa85,1
c7a0267c96b919078b7ad26338d96458,2
a8f079d347a1e59c179aa44353f19da8,2
6ebdf2e21a357bdc78c7b788cbd6c137,1
d0ceb82c7a0387a61fad39c456bed7fc,1
2357015ce9d4dd69c53085e03f258146,2
8e09401d3b853976888672f1a747ed48,1
13a4bd7f7a4a133bb735af91e1f69986,1
f596bcd0dc7436cdccf0fee56c094ffd,1
ace16879151717384e5f029ad2022f29,1
3fe63054bb557633563ceb94ae8f252d,1
5cdd44d3034d0de2a996e7fc5176943a,2
